shipment_id,order_id,dispatch_center_id,carrier_id,dispatch_date,shipped_date,promised_delivery_date,actual_delivery_date,delivery_status,delivery_days,delay_days
930,930,6,3,2024-06-13,2024-06-13,2024-06-17,2024-06-17,On-Time,4,0
931,931,7,1,2024-04-13,2024-04-13,2024-04-16,,Cancelled,0,0
932,932,1,5,2024-04-11,2024-04-11,2024-04-15,2024-04-15,On-Time,4,0
933,933,1,1,2024-06-02,2024-06-02,2024-06-04,2024-06-04,On-Time,2,0
934,934,4,3,2024-04-16,2024-04-16,2024-04-20,2024-04-20,On-Time,4,0
935,935,3,5,2024-05-27,2024-05-27,2024-05-31,2024-05-31,On-Time,4,0
936,936,3,1,2024-04-12,2024-04-12,2024-04-15,2024-04-15,On-Time,3,0
937,937,6,1,2024-06-27,2024-06-27,2024-06-29,2024-06-29,On-Time,2,0
938,938,7,2,2024-06-15,2024-06-15,2024-06-17,2024-06-18,Delayed,3,1
939,939,6,1,2024-04-26,2024-04-26,2024-04-28,2024-04-28,On-Time,2,0
940,940,2,3,2024-04-15,2024-04-15,2024-04-18,2024-04-18,On-Time,3,0
941,941,1,3,2024-05-26,2024-05-26,2024-05-30,2024-06-02,Delayed,7,3
942,942,4,1,2024-04-08,2024-04-08,2024-04-11,2024-04-11,On-Time,3,0
943,943,5,2,2024-04-14,2024-04-14,2024-04-16,2024-04-16,On-Time,2,0
944,944,4,3,2024-04-19,2024-04-19,2024-04-22,2024-04-22,On-Time,3,0
945,945,8,2,2024-05-18,2024-05-18,2024-05-19,2024-05-19,On-Time,1,0
946,946,2,3,2024-05-22,2024-05-22,2024-05-25,2024-05-25,On-Time,3,0
947,947,1,2,2024-06-22,2024-06-22,2024-06-24,2024-06-24,On-Time,2,0
948,948,6,2,2024-05-07,2024-05-07,2024-05-08,2024-05-08,On-Time,1,0
949,949,2,2,2024-05-10,2024-05-10,2024-05-11,2024-05-11,On-Time,1,0
950,950,8,1,2024-05-14,2024-05-14,2024-05-16,2024-05-16,On-Time,2,0
951,951,1,4,2024-06-16,2024-06-16,2024-06-18,2024-06-18,On-Time,2,0
952,952,4,4,2024-06-24,2024-06-24,2024-06-26,2024-06-26,On-Time,2,0
953,953,4,4,2024-06-10,2024-06-10,2024-06-11,2024-06-11,On-Time,1,0
954,954,8,3,2024-05-08,2024-05-08,2024-05-12,2024-05-12,On-Time,4,0
955,955,5,5,2024-05-17,2024-05-17,2024-05-21,2024-05-25,Delayed,8,4
956,956,7,4,2024-06-26,2024-06-26,2024-06-28,2024-06-28,On-Time,2,0
957,957,3,4,2024-06-17,2024-06-17,2024-06-19,2024-06-19,On-Time,2,0
958,958,4,3,2024-04-26,2024-04-26,2024-04-30,2024-04-30,On-Time,4,0
959,959,4,1,2024-04-12,2024-04-12,2024-04-14,2024-04-17,Delayed,5,3
960,960,8,4,2024-05-11,2024-05-11,2024-05-13,2024-05-13,On-Time,2,0
961,961,5,3,2024-06-21,2024-06-21,2024-06-24,2024-06-24,On-Time,3,0
962,962,5,2,2024-05-13,2024-05-13,2024-05-14,2024-05-17,Delayed,4,3
963,963,3,2,2024-06-05,2024-06-05,2024-06-06,2024-06-06,On-Time,1,0
964,964,8,3,2024-06-13,2024-06-13,2024-06-16,2024-06-16,On-Time,3,0
965,965,6,2,2024-04-29,2024-04-29,2024-05-01,2024-05-01,On-Time,2,0
966,966,1,2,2024-05-10,2024-05-10,2024-05-12,2024-05-12,On-Time,2,0
967,967,1,2,2024-04-09,2024-04-09,2024-04-10,2024-04-13,Delayed,4,3
968,968,7,3,2024-04-25,2024-04-25,2024-04-28,2024-04-28,On-Time,3,0
969,969,7,4,2024-06-16,2024-06-16,2024-06-17,2024-06-17,On-Time,1,0
970,970,1,2,2024-05-19,2024-05-19,2024-05-21,2024-05-21,On-Time,2,0
971,971,1,4,2024-04-19,2024-04-19,2024-04-21,2024-04-21,On-Time,2,0
972,972,1,2,2024-06-25,2024-06-25,2024-06-26,2024-06-30,Delayed,5,4
973,973,4,4,2024-06-22,2024-06-22,2024-06-24,2024-06-24,On-Time,2,0
974,974,1,2,2024-04-26,2024-04-26,2024-04-28,2024-04-28,On-Time,2,0
975,975,8,4,2024-06-08,2024-06-08,2024-06-10,2024-06-10,On-Time,2,0
976,976,8,2,2024-05-16,2024-05-16,2024-05-18,2024-05-18,On-Time,2,0
977,977,2,5,2024-05-28,2024-05-28,2024-06-01,2024-06-01,On-Time,4,0
978,978,6,2,2024-04-05,2024-04-05,2024-04-06,2024-04-09,Delayed,4,3
979,979,2,2,2024-06-24,2024-06-24,2024-06-26,2024-06-26,On-Time,2,0
980,980,5,4,2024-05-16,2024-05-16,2024-05-18,2024-05-18,On-Time,2,0
981,981,6,5,2024-06-20,2024-06-20,2024-06-25,2024-06-25,On-Time,5,0
982,982,3,5,2024-05-19,2024-05-19,2024-05-24,2024-05-24,On-Time,5,0
983,983,1,4,2024-06-30,2024-06-30,2024-07-01,2024-07-01,On-Time,1,0
984,984,1,2,2024-05-29,2024-05-29,2024-05-30,2024-05-30,On-Time,1,0
985,985,8,5,2024-06-11,2024-06-11,2024-06-16,2024-06-16,On-Time,5,0
986,986,8,2,2024-06-04,2024-06-04,2024-06-06,2024-06-06,On-Time,2,0
987,987,8,3,2024-04-02,2024-04-02,2024-04-06,2024-04-06,On-Time,4,0
988,988,6,1,2024-05-12,2024-05-12,2024-05-15,2024-05-15,On-Time,3,0
989,989,1,1,2024-05-01,2024-05-01,2024-05-03,2024-05-03,On-Time,2,0
990,990,1,4,2024-04-07,2024-04-07,2024-04-09,2024-04-12,Delayed,5,3
991,991,1,5,2024-05-10,2024-05-10,2024-05-15,2024-05-15,On-Time,5,0
992,992,3,5,2024-05-22,2024-05-22,2024-05-27,2024-05-27,On-Time,5,0
993,993,5,2,2024-04-08,2024-04-08,2024-04-09,2024-04-09,On-Time,1,0
994,994,6,4,2024-04-03,2024-04-03,2024-04-04,2024-04-04,On-Time,1,0
995,995,3,2,2024-05-17,2024-05-17,2024-05-19,2024-05-19,On-Time,2,0
996,996,1,3,2024-04-13,2024-04-13,2024-04-16,2024-04-16,On-Time,3,0
997,997,4,1,2024-04-04,2024-04-04,2024-04-06,2024-04-06,On-Time,2,0
998,998,5,5,2024-04-09,2024-04-09,2024-04-14,2024-04-14,On-Time,5,0
999,999,1,4,2024-06-26,2024-06-26,2024-06-27,2024-07-01,Delayed,5,4
1000,1000,2,4,2024-04-22,2024-04-22,2024-04-23,2024-04-23,On-Time,1,0
1001,1001,4,4,2024-04-13,2024-04-13,2024-04-14,2024-04-14,On-Time,1,0
1002,1002,1,2,2024-04-29,2024-04-29,2024-04-30,2024-04-30,On-Time,1,0
1003,1003,7,2,2024-04-27,2024-04-27,2024-04-29,2024-04-30,Delayed,3,1
1004,1004,3,3,2024-04-22,2024-04-22,2024-04-26,2024-04-26,On-Time,4,0
1005,1005,6,3,2024-05-01,2024-05-01,2024-05-04,2024-05-04,On-Time,3,0
1006,1006,8,1,2024-05-09,2024-05-09,2024-05-12,2024-05-12,On-Time,3,0
1007,1007,1,2,2024-06-15,2024-06-15,2024-06-17,2024-06-17,On-Time,2,0
1008,1008,1,3,2024-04-25,2024-04-25,2024-04-28,2024-04-28,On-Time,3,0
1009,1009,6,4,2024-05-10,2024-05-10,2024-05-12,2024-05-12,On-Time,2,0
1010,1010,4,2,2024-04-19,2024-04-19,2024-04-21,2024-04-25,Delayed,6,4
1011,1011,7,3,2024-05-28,2024-05-28,2024-06-01,2024-06-01,On-Time,4,0
1012,1012,8,2,2024-04-03,2024-04-03,2024-04-05,2024-04-07,Delayed,4,2
1013,1013,4,2,2024-06-27,2024-06-27,2024-06-29,2024-06-29,On-Time,2,0
1014,1014,5,2,2024-04-24,2024-04-24,2024-04-25,2024-04-28,Delayed,4,3
1015,1015,4,1,2024-05-27,2024-05-27,2024-05-30,2024-05-30,On-Time,3,0
1016,1016,8,5,2024-05-19,2024-05-19,2024-05-24,2024-05-24,On-Time,5,0
1017,1017,5,1,2024-06-07,2024-06-07,2024-06-09,2024-06-11,Delayed,4,2
1018,1018,1,3,2024-06-06,2024-06-06,2024-06-10,2024-06-10,On-Time,4,0
1019,1019,1,4,2024-04-08,2024-04-08,2024-04-09,2024-04-09,On-Time,1,0
1020,1020,8,5,2024-04-13,2024-04-13,2024-04-18,2024-04-18,On-Time,5,0
1021,1021,3,1,2024-05-19,2024-05-19,2024-05-21,,Cancelled,0,0
1022,1022,5,4,2024-05-17,2024-05-17,2024-05-19,2024-05-19,On-Time,2,0
1023,1023,5,5,2024-05-20,2024-05-20,2024-05-24,2024-05-24,On-Time,4,0
1024,1024,7,3,2024-06-06,2024-06-06,2024-06-10,2024-06-13,Delayed,7,3
1025,1025,1,2,2024-06-12,2024-06-12,2024-06-13,2024-06-13,On-Time,1,0
1026,1026,6,1,2024-05-27,2024-05-27,2024-05-30,2024-05-30,On-Time,3,0
1027,1027,5,5,2024-04-16,2024-04-16,2024-04-20,2024-04-20,On-Time,4,0
1028,1028,5,1,2024-06-13,2024-06-13,2024-06-15,2024-06-15,On-Time,2,0
1029,1029,1,4,2024-06-24,2024-06-24,2024-06-26,2024-06-26,On-Time,2,0
1030,1030,7,4,2024-05-08,2024-05-08,2024-05-09,2024-05-13,Delayed,5,4
1031,1031,7,1,2024-07-02,2024-07-02,2024-07-04,2024-07-04,On-Time,2,0
1032,1032,1,2,2024-04-05,2024-04-05,2024-04-06,2024-04-06,On-Time,1,0
1033,1033,4,4,2024-04-18,2024-04-18,2024-04-20,,Cancelled,0,0
1034,1034,8,1,2024-06-26,2024-06-26,2024-06-29,2024-07-03,Delayed,7,4
1035,1035,6,3,2024-06-06,2024-06-06,2024-06-09,2024-06-09,On-Time,3,0
1036,1036,2,1,2024-06-06,2024-06-06,2024-06-08,2024-06-08,On-Time,2,0
1037,1037,6,3,2024-05-03,2024-05-03,2024-05-07,,Cancelled,0,0
1038,1038,3,3,2024-04-29,2024-04-29,2024-05-02,2024-05-02,On-Time,3,0
1039,1039,2,1,2024-06-27,2024-06-27,2024-06-29,2024-06-29,On-Time,2,0
1040,1040,5,1,2024-04-05,2024-04-05,2024-04-08,2024-04-08,On-Time,3,0
1041,1041,5,1,2024-05-20,2024-05-20,2024-05-23,2024-05-23,On-Time,3,0
1042,1042,1,3,2024-06-08,2024-06-08,2024-06-11,2024-06-13,Delayed,5,2
1043,1043,3,4,2024-04-09,2024-04-09,2024-04-10,2024-04-10,On-Time,1,0
1044,1044,6,4,2024-04-20,2024-04-20,2024-04-21,2024-04-21,On-Time,1,0
1045,1045,5,2,2024-04-11,2024-04-11,2024-04-13,2024-04-13,On-Time,2,0
1046,1046,6,2,2024-06-06,2024-06-06,2024-06-07,2024-06-07,On-Time,1,0
1047,1047,1,4,2024-06-24,2024-06-24,2024-06-25,2024-06-25,On-Time,1,0
1048,1048,6,1,2024-04-29,2024-04-29,2024-05-02,2024-05-02,On-Time,3,0
1049,1049,4,5,2024-04-24,2024-04-24,2024-04-29,2024-04-29,On-Time,5,0
1050,1050,3,2,2024-04-24,2024-04-24,2024-04-25,2024-04-25,On-Time,1,0
1051,1051,1,5,2024-06-18,2024-06-18,2024-06-23,2024-06-23,On-Time,5,0
1052,1052,3,2,2024-04-16,2024-04-16,2024-04-17,2024-04-17,On-Time,1,0
1053,1053,4,1,2024-04-12,2024-04-12,2024-04-15,2024-04-15,On-Time,3,0
1054,1054,1,1,2024-06-12,2024-06-12,2024-06-15,2024-06-15,On-Time,3,0
1055,1055,4,4,2024-04-22,2024-04-22,2024-04-23,2024-04-23,On-Time,1,0
1056,1056,5,5,2024-05-16,2024-05-16,2024-05-21,2024-05-21,On-Time,5,0
1057,1057,1,5,2024-06-23,2024-06-23,2024-06-27,2024-06-27,On-Time,4,0
1058,1058,7,5,2024-06-05,2024-06-05,2024-06-09,2024-06-09,On-Time,4,0
1059,1059,1,2,2024-06-11,2024-06-11,2024-06-12,2024-06-12,On-Time,1,0
1060,1060,1,3,2024-05-26,2024-05-26,2024-05-30,2024-05-30,On-Time,4,0
1061,1061,1,4,2024-06-25,2024-06-25,2024-06-26,2024-06-26,On-Time,1,0
1062,1062,3,2,2024-06-02,2024-06-02,2024-06-03,2024-06-03,On-Time,1,0
1063,1063,2,3,2024-05-11,2024-05-11,2024-05-14,2024-05-14,On-Time,3,0
1064,1064,8,2,2024-05-06,2024-05-06,2024-05-08,2024-05-08,On-Time,2,0
1065,1065,5,2,2024-04-20,2024-04-20,2024-04-22,2024-04-24,Delayed,4,2
1066,1066,1,3,2024-06-27,2024-06-27,2024-07-01,2024-07-01,On-Time,4,0
1067,1067,6,2,2024-05-05,2024-05-05,2024-05-07,2024-05-07,On-Time,2,0
1068,1068,5,4,2024-06-26,2024-06-26,2024-06-27,2024-06-27,On-Time,1,0
1069,1069,1,3,2024-04-17,2024-04-17,2024-04-20,2024-04-20,On-Time,3,0
1070,1070,7,1,2024-05-27,2024-05-27,2024-05-30,2024-05-30,On-Time,3,0
1071,1071,6,2,2024-05-13,2024-05-13,2024-05-14,2024-05-14,On-Time,1,0
1072,1072,6,4,2024-05-28,2024-05-28,2024-05-30,2024-05-30,On-Time,2,0
1073,1073,6,4,2024-04-05,2024-04-05,2024-04-07,2024-04-08,Delayed,3,1
1074,1074,1,1,2024-05-03,2024-05-03,2024-05-05,2024-05-05,On-Time,2,0
1075,1075,3,3,2024-06-27,2024-06-27,2024-07-01,2024-07-01,On-Time,4,0
1076,1076,5,4,2024-04-14,2024-04-14,2024-04-15,2024-04-15,On-Time,1,0
1077,1077,2,1,2024-04-16,2024-04-16,2024-04-18,2024-04-18,On-Time,2,0
1078,1078,1,2,2024-05-05,2024-05-05,2024-05-07,2024-05-07,On-Time,2,0
1079,1079,2,4,2024-06-02,2024-06-02,2024-06-04,2024-06-04,On-Time,2,0
1080,1080,2,1,2024-04-30,2024-04-30,2024-05-02,2024-05-02,On-Time,2,0
1081,1081,6,4,2024-05-03,2024-05-03,2024-05-05,2024-05-05,On-Time,2,0
1082,1082,2,1,2024-06-24,2024-06-24,2024-06-26,2024-06-26,On-Time,2,0
1083,1083,3,3,2024-04-25,2024-04-25,2024-04-28,2024-04-28,On-Time,3,0
1084,1084,6,4,2024-05-23,2024-05-23,2024-05-24,2024-05-24,On-Time,1,0
1085,1085,1,4,2024-04-20,2024-04-20,2024-04-22,2024-04-25,Delayed,5,3
1086,1086,4,3,2024-05-20,2024-05-20,2024-05-24,2024-05-24,On-Time,4,0
1087,1087,5,2,2024-06-27,2024-06-27,2024-06-29,2024-06-29,On-Time,2,0
1088,1088,8,2,2024-04-03,2024-04-03,2024-04-05,2024-04-08,Delayed,5,3
1089,1089,6,5,2024-04-15,2024-04-15,2024-04-19,2024-04-19,On-Time,4,0
1090,1090,7,1,2024-06-09,2024-06-09,2024-06-12,2024-06-12,On-Time,3,0
1091,1091,5,5,2024-05-18,2024-05-18,2024-05-23,2024-05-23,On-Time,5,0
1092,1092,1,2,2024-06-30,2024-06-30,2024-07-01,2024-07-01,On-Time,1,0
1093,1093,1,4,2024-05-20,2024-05-20,2024-05-22,2024-05-22,On-Time,2,0
1094,1094,1,3,2024-04-24,2024-04-24,2024-04-27,,Cancelled,0,0
1095,1095,2,3,2024-05-26,2024-05-26,2024-05-30,2024-05-30,On-Time,4,0
1096,1096,8,1,2024-06-07,2024-06-07,2024-06-09,2024-06-09,On-Time,2,0
1097,1097,1,5,2024-04-04,2024-04-04,2024-04-09,2024-04-09,On-Time,5,0
1098,1098,3,2,2024-04-26,2024-04-26,2024-04-27,2024-04-27,On-Time,1,0
1099,1099,2,3,2024-05-06,2024-05-06,2024-05-09,2024-05-09,On-Time,3,0
1100,1100,7,5,2024-07-01,2024-07-01,2024-07-05,2024-07-05,On-Time,4,0
1101,1101,6,1,2024-06-20,2024-06-20,2024-06-23,2024-06-23,On-Time,3,0
1102,1102,2,4,2024-06-07,2024-06-07,2024-06-09,2024-06-09,On-Time,2,0
1103,1103,1,3,2024-04-15,2024-04-15,2024-04-18,2024-04-18,On-Time,3,0
1104,1104,1,5,2024-05-11,2024-05-11,2024-05-16,2024-05-16,On-Time,5,0
1105,1105,3,2,2024-06-30,2024-06-30,2024-07-02,2024-07-02,On-Time,2,0
1106,1106,6,5,2024-05-02,2024-05-02,2024-05-07,2024-05-07,On-Time,5,0
1107,1107,5,5,2024-06-07,2024-06-07,2024-06-12,2024-06-12,On-Time,5,0
1108,1108,8,1,2024-04-20,2024-04-20,2024-04-23,2024-04-23,On-Time,3,0
1109,1109,2,4,2024-06-04,2024-06-04,2024-06-06,2024-06-06,On-Time,2,0
1110,1110,6,2,2024-05-17,2024-05-17,2024-05-19,2024-05-19,On-Time,2,0
1111,1111,5,5,2024-06-02,2024-06-02,2024-06-06,,Cancelled,0,0
1112,1112,1,1,2024-06-16,2024-06-16,2024-06-18,2024-06-18,On-Time,2,0
1113,1113,1,2,2024-05-26,2024-05-26,2024-05-27,2024-05-27,On-Time,1,0
1114,1114,5,2,2024-07-02,2024-07-02,2024-07-03,2024-07-05,Delayed,3,2
1115,1115,1,3,2024-04-26,2024-04-26,2024-04-29,2024-04-29,On-Time,3,0
1116,1116,1,4,2024-04-23,2024-04-23,2024-04-24,2024-04-24,On-Time,1,0
1117,1117,8,1,2024-05-27,2024-05-27,2024-05-29,2024-05-29,On-Time,2,0
1118,1118,1,5,2024-04-06,2024-04-06,2024-04-11,2024-04-11,On-Time,5,0
1119,1119,5,1,2024-04-05,2024-04-05,2024-04-08,2024-04-08,On-Time,3,0
1120,1120,1,1,2024-06-17,2024-06-17,2024-06-20,2024-06-20,On-Time,3,0
1121,1121,2,3,2024-06-20,2024-06-20,2024-06-24,2024-06-24,On-Time,4,0
1122,1122,2,3,2024-04-27,2024-04-27,2024-05-01,2024-05-01,On-Time,4,0
1123,1123,1,3,2024-06-08,2024-06-08,2024-06-12,2024-06-12,On-Time,4,0
1124,1124,4,5,2024-04-20,2024-04-20,2024-04-24,2024-04-24,On-Time,4,0
1125,1125,6,3,2024-06-22,2024-06-22,2024-06-25,2024-06-25,On-Time,3,0
1126,1126,6,3,2024-05-05,2024-05-05,2024-05-09,2024-05-09,On-Time,4,0
1127,1127,8,4,2024-06-19,2024-06-19,2024-06-21,2024-06-21,On-Time,2,0
1128,1128,4,5,2024-06-24,2024-06-24,2024-06-28,2024-06-28,On-Time,4,0
1129,1129,7,1,2024-06-02,2024-06-02,2024-06-05,2024-06-05,On-Time,3,0
1130,1130,7,5,2024-04-29,2024-04-29,2024-05-03,2024-05-06,Delayed,7,3
1131,1131,3,2,2024-05-25,2024-05-25,2024-05-26,2024-05-26,On-Time,1,0
1132,1132,5,2,2024-06-17,2024-06-17,2024-06-18,2024-06-18,On-Time,1,0
1133,1133,1,5,2024-05-10,2024-05-10,2024-05-15,2024-05-15,On-Time,5,0
1134,1134,3,2,2024-05-14,2024-05-14,2024-05-15,2024-05-15,On-Time,1,0
1135,1135,8,4,2024-06-25,2024-06-25,2024-06-26,2024-06-26,On-Time,1,0
1136,1136,8,3,2024-05-13,2024-05-13,2024-05-17,2024-05-17,On-Time,4,0
1137,1137,4,4,2024-05-01,2024-05-01,2024-05-03,2024-05-03,On-Time,2,0
1138,1138,6,2,2024-05-08,2024-05-08,2024-05-09,2024-05-09,On-Time,1,0
1139,1139,1,3,2024-06-20,2024-06-20,2024-06-23,2024-06-23,On-Time,3,0
1140,1140,5,2,2024-04-20,2024-04-20,2024-04-21,2024-04-21,On-Time,1,0
1141,1141,4,3,2024-04-21,2024-04-21,2024-04-25,2024-04-29,Delayed,8,4
1142,1142,2,4,2024-04-10,2024-04-10,2024-04-11,2024-04-11,On-Time,1,0
1143,1143,7,3,2024-05-05,2024-05-05,2024-05-09,2024-05-09,On-Time,4,0
1144,1144,5,1,2024-05-25,2024-05-25,2024-05-27,2024-05-27,On-Time,2,0
1145,1145,6,3,2024-05-11,2024-05-11,2024-05-15,2024-05-16,Delayed,5,1
1146,1146,3,5,2024-05-08,2024-05-08,2024-05-12,2024-05-12,On-Time,4,0
1147,1147,1,3,2024-05-24,2024-05-24,2024-05-28,2024-05-28,On-Time,4,0
1148,1148,2,4,2024-04-11,2024-04-11,2024-04-12,2024-04-12,On-Time,1,0
1149,1149,3,5,2024-06-29,2024-06-29,2024-07-03,2024-07-03,On-Time,4,0
1150,1150,5,3,2024-04-30,2024-04-30,2024-05-03,2024-05-03,On-Time,3,0
1151,1151,1,2,2024-06-19,2024-06-19,2024-06-20,2024-06-20,On-Time,1,0
1152,1152,1,5,2024-06-02,2024-06-02,2024-06-07,2024-06-10,Delayed,8,3
1153,1153,7,2,2024-05-12,2024-05-12,2024-05-14,2024-05-14,On-Time,2,0
1154,1154,4,5,2024-04-10,2024-04-10,2024-04-14,2024-04-14,On-Time,4,0
1155,1155,5,5,2024-06-20,2024-06-20,2024-06-25,2024-06-25,On-Time,5,0
1156,1156,1,5,2024-04-27,2024-04-27,2024-05-01,2024-05-01,On-Time,4,0
1157,1157,1,4,2024-04-24,2024-04-24,2024-04-26,2024-04-26,On-Time,2,0
1158,1158,1,3,2024-05-18,2024-05-18,2024-05-21,2024-05-25,Delayed,7,4
1159,1159,6,2,2024-05-19,2024-05-19,2024-05-20,2024-05-20,On-Time,1,0
1160,1160,6,3,2024-06-17,2024-06-17,2024-06-21,2024-06-24,Delayed,7,3
1161,1161,4,2,2024-06-30,2024-06-30,2024-07-01,2024-07-01,On-Time,1,0
1162,1162,6,2,2024-06-06,2024-06-06,2024-06-07,2024-06-07,On-Time,1,0
1163,1163,2,3,2024-06-09,2024-06-09,2024-06-12,2024-06-12,On-Time,3,0
1164,1164,7,3,2024-04-09,2024-04-09,2024-04-12,2024-04-12,On-Time,3,0
1165,1165,3,3,2024-05-31,2024-05-31,2024-06-04,2024-06-04,On-Time,4,0
1166,1166,1,3,2024-06-07,2024-06-07,2024-06-11,2024-06-11,On-Time,4,0
1167,1167,5,3,2024-05-29,2024-05-29,2024-06-02,2024-06-02,On-Time,4,0
1168,1168,6,5,2024-04-29,2024-04-29,2024-05-03,2024-05-03,On-Time,4,0
1169,1169,1,2,2024-06-20,2024-06-20,2024-06-22,,Cancelled,0,0
1170,1170,6,4,2024-04-14,2024-04-14,2024-04-15,2024-04-15,On-Time,1,0
1171,1171,7,2,2024-04-03,2024-04-03,2024-04-05,2024-04-05,On-Time,2,0
1172,1172,5,5,2024-05-06,2024-05-06,2024-05-10,2024-05-10,On-Time,4,0
1173,1173,7,5,2024-06-14,2024-06-14,2024-06-18,2024-06-18,On-Time,4,0
1174,1174,5,2,2024-05-20,2024-05-20,2024-05-22,2024-05-22,On-Time,2,0
1175,1175,6,5,2024-05-04,2024-05-04,2024-05-08,2024-05-08,On-Time,4,0
1176,1176,1,5,2024-06-06,2024-06-06,2024-06-10,,Cancelled,0,0
1177,1177,1,5,2024-04-20,2024-04-20,2024-04-25,2024-04-25,On-Time,5,0
1178,1178,2,4,2024-05-08,2024-05-08,2024-05-09,2024-05-09,On-Time,1,0
1179,1179,8,3,2024-04-18,2024-04-18,2024-04-21,2024-04-24,Delayed,6,3
1180,1180,1,5,2024-06-19,2024-06-19,2024-06-24,2024-06-24,On-Time,5,0
1181,1181,5,2,2024-05-23,2024-05-23,2024-05-24,2024-05-24,On-Time,1,0
1182,1182,1,1,2024-04-23,2024-04-23,2024-04-26,2024-04-26,On-Time,3,0
1183,1183,4,4,2024-04-27,2024-04-27,2024-04-29,2024-04-29,On-Time,2,0
1184,1184,4,4,2024-04-15,2024-04-15,2024-04-17,2024-04-17,On-Time,2,0
1185,1185,2,4,2024-06-23,2024-06-23,2024-06-24,2024-06-24,On-Time,1,0
1186,1186,4,5,2024-04-22,2024-04-22,2024-04-26,2024-04-26,On-Time,4,0
1187,1187,4,4,2024-05-14,2024-05-14,2024-05-15,2024-05-15,On-Time,1,0
1188,1188,1,4,2024-05-21,2024-05-21,2024-05-23,2024-05-23,On-Time,2,0
1189,1189,6,3,2024-04-13,2024-04-13,2024-04-16,2024-04-19,Delayed,6,3
1190,1190,1,5,2024-05-16,2024-05-16,2024-05-20,2024-05-20,On-Time,4,0
1191,1191,6,5,2024-05-21,2024-05-21,2024-05-25,2024-05-25,On-Time,4,0
1192,1192,3,2,2024-06-09,2024-06-09,2024-06-11,2024-06-11,On-Time,2,0
1193,1193,4,1,2024-05-10,2024-05-10,2024-05-13,2024-05-13,On-Time,3,0
1194,1194,1,5,2024-05-09,2024-05-09,2024-05-13,2024-05-13,On-Time,4,0
1195,1195,7,1,2024-05-16,2024-05-16,2024-05-18,2024-05-18,On-Time,2,0
1196,1196,6,5,2024-06-26,2024-06-26,2024-07-01,,Cancelled,0,0
1197,1197,8,5,2024-06-15,2024-06-15,2024-06-20,2024-06-20,On-Time,5,0
1198,1198,6,4,2024-05-05,2024-05-05,2024-05-07,2024-05-07,On-Time,2,0
1199,1199,7,2,2024-05-29,2024-05-29,2024-05-30,2024-05-30,On-Time,1,0
1200,1200,2,1,2024-06-08,2024-06-08,2024-06-10,2024-06-14,Delayed,6,4
1201,1201,5,4,2024-05-17,2024-05-17,2024-05-18,2024-05-18,On-Time,1,0
1202,1202,5,1,2024-07-01,2024-07-01,2024-07-03,2024-07-03,On-Time,2,0
1203,1203,1,5,2024-05-18,2024-05-18,2024-05-22,2024-05-23,Delayed,5,1
1204,1204,2,5,2024-05-06,2024-05-06,2024-05-11,2024-05-13,Delayed,7,2
1205,1205,2,3,2024-05-12,2024-05-12,2024-05-15,2024-05-15,On-Time,3,0
1206,1206,2,3,2024-06-30,2024-06-30,2024-07-03,2024-07-03,On-Time,3,0
1207,1207,8,1,2024-06-06,2024-06-06,2024-06-09,2024-06-09,On-Time,3,0
1208,1208,1,3,2024-04-15,2024-04-15,2024-04-19,2024-04-19,On-Time,4,0
1209,1209,6,5,2024-06-04,2024-06-04,2024-06-08,2024-06-08,On-Time,4,0
1210,1210,7,3,2024-06-22,2024-06-22,2024-06-25,2024-06-25,On-Time,3,0
1211,1211,7,2,2024-06-29,2024-06-29,2024-07-01,2024-07-01,On-Time,2,0
1212,1212,8,1,2024-06-24,2024-06-24,2024-06-26,2024-06-26,On-Time,2,0
1213,1213,3,1,2024-04-23,2024-04-23,2024-04-26,,Cancelled,0,0
1214,1214,1,1,2024-05-21,2024-05-21,2024-05-24,2024-05-24,On-Time,3,0
1215,1215,6,4,2024-05-03,2024-05-03,2024-05-04,2024-05-04,On-Time,1,0
1216,1216,6,5,2024-04-14,2024-04-14,2024-04-19,2024-04-19,On-Time,5,0
1217,1217,1,4,2024-06-15,2024-06-15,2024-06-16,2024-06-16,On-Time,1,0
1218,1218,2,5,2024-05-24,2024-05-24,2024-05-28,2024-05-28,On-Time,4,0
1219,1219,6,5,2024-07-01,2024-07-01,2024-07-06,2024-07-06,On-Time,5,0
1220,1220,2,5,2024-04-03,2024-04-03,2024-04-08,2024-04-08,On-Time,5,0
1221,1221,2,5,2024-04-24,2024-04-24,2024-04-28,2024-04-28,On-Time,4,0
1222,1222,3,1,2024-05-02,2024-05-02,2024-05-04,2024-05-04,On-Time,2,0
1223,1223,8,1,2024-05-11,2024-05-11,2024-05-14,2024-05-14,On-Time,3,0
1224,1224,7,5,2024-04-21,2024-04-21,2024-04-26,2024-04-26,On-Time,5,0
1225,1225,6,1,2024-04-13,2024-04-13,2024-04-15,2024-04-18,Delayed,5,3
1226,1226,7,5,2024-05-23,2024-05-23,2024-05-27,2024-05-31,Delayed,8,4
1227,1227,6,2,2024-04-09,2024-04-09,2024-04-11,2024-04-11,On-Time,2,0
1228,1228,8,3,2024-04-24,2024-04-24,2024-04-28,2024-04-28,On-Time,4,0
1229,1229,6,4,2024-06-16,2024-06-16,2024-06-18,2024-06-18,On-Time,2,0
