feedback_id,order_id,customer_id,rating,feedback_date,satisfaction_category,comments
1690,2030,1456,2,2024-09-09,Negative,Poor carrier communication regarding rescheduled drop-off.
1691,2031,248,5,2024-10-01,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1692,2032,15,5,2024-10-03,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1693,2033,760,5,2024-08-06,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1694,2034,651,3,2024-08-03,Neutral,Vehicle is solid. Transit took the full promised duration.
1695,2035,1145,5,2024-08-17,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1696,2036,1028,4,2024-08-14,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1697,2037,717,5,2024-09-08,Very Positive,Seamless delivery experience and fantastic performance so far.
1698,2038,602,5,2024-08-21,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1699,2040,1563,1,2024-08-30,Very Negative,Unacceptable delay! Over two weeks late with zero customer support response.
1700,2041,35,5,2024-08-06,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1701,2042,832,4,2024-09-22,Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1702,2043,462,4,2024-07-12,Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1703,2044,706,5,2024-09-10,Very Positive,Seamless delivery experience and fantastic performance so far.
1704,2045,1578,1,2024-10-06,Very Negative,Horrible experience! Promised delivery date missed repeatedly. Will not purchase again.
1705,2046,105,5,2024-07-22,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1706,2047,1118,3,2024-08-11,Neutral,Vehicle is solid. Transit took the full promised duration.
1707,2048,229,5,2024-08-24,Very Positive,Seamless delivery experience and fantastic performance so far.
1708,2049,1021,5,2024-09-21,Very Positive,Seamless delivery experience and fantastic performance so far.
1709,2050,193,5,2024-09-29,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1710,2051,758,4,2024-08-12,Positive,Arrived earlier than promised! Driver was courteous and professional.
1711,2052,235,,2024-08-10,Unrated,
1712,2053,910,4,2024-09-15,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1713,2054,248,5,2024-08-11,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1714,2055,177,5,2024-08-19,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1715,2056,1288,5,2024-08-10,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1716,2057,353,4,2024-09-27,Positive,Seamless delivery experience and fantastic performance so far.
1717,2059,890,5,2024-09-03,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1718,2060,310,5,2024-08-15,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1719,2061,1453,1,2024-12-08,Very Negative,Unacceptable delay! Over two weeks late with zero customer support response.
1720,2062,1457,5,2024-11-01,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1721,2063,1362,,2025-01-03,Unrated,
1722,2064,455,2,2024-10-24,Negative,Delayed transit by several days with vague tracking updates.
1723,2066,1573,5,2024-10-29,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1724,2068,68,5,2024-10-12,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1725,2069,377,3,2024-12-12,Neutral,"Delivery arrived as scheduled, minor paperwork delay at hand-off."
1726,2070,965,5,2024-12-02,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1727,2071,1514,4,2024-10-26,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1728,2072,1095,2,2024-12-30,Negative,Delivery took over a week past the promised date. Very stressful experience.
1729,2073,1374,4,2024-11-18,Positive,Arrived earlier than promised! Driver was courteous and professional.
1730,2075,718,5,2024-11-08,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1731,2076,1264,1,2024-12-17,Very Negative,Delivery breached SLA by 10 days. Vehicle was sitting at Chicago hub for days with no movement.
1732,2077,1190,3,2024-11-10,Neutral,"Delivery arrived as scheduled, minor paperwork delay at hand-off."
1733,2078,785,5,2024-12-02,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1734,2079,1126,1,2024-11-03,Very Negative,Terrible logistics breakdown. Had to rent a car due to unannounced delivery delays.
1735,2080,226,1,2024-10-23,Very Negative,Delivery breached SLA by 10 days. Vehicle was sitting at Chicago hub for days with no movement.
1736,2081,748,,2024-12-01,Unrated,
1737,2082,771,3,2024-12-17,Neutral,Average delivery experience. Vehicle meets expectations.
1738,2083,167,2,2024-12-07,Negative,Poor carrier communication regarding rescheduled drop-off.
1739,2084,250,4,2024-10-30,Positive,Arrived earlier than promised! Driver was courteous and professional.
1740,2085,238,5,2024-10-27,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1741,2086,824,3,2025-01-05,Neutral,Average delivery experience. Vehicle meets expectations.
1742,2087,793,5,2024-10-17,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1743,2088,180,2,2025-01-03,Negative,Delayed transit by several days with vague tracking updates.
1744,2089,1332,4,2024-12-30,Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1745,2092,866,5,2024-11-15,Very Positive,Seamless delivery experience and fantastic performance so far.
1746,2093,1015,5,2024-10-16,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1747,2094,590,4,2024-11-19,Positive,Seamless delivery experience and fantastic performance so far.
1748,2095,1113,1,2025-01-06,Very Negative,Terrible logistics breakdown. Had to rent a car due to unannounced delivery delays.
1749,2096,661,1,2024-10-28,Very Negative,Horrible experience! Promised delivery date missed repeatedly. Will not purchase again.
1750,2097,738,2,2024-10-14,Negative,Delayed transit by several days with vague tracking updates.
1751,2098,1273,5,2024-10-25,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1752,2099,314,5,2024-12-06,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1753,2100,73,4,2024-12-28,Positive,Seamless delivery experience and fantastic performance so far.
1754,2101,943,4,2025-01-02,Positive,Seamless delivery experience and fantastic performance so far.
1755,2102,705,5,2024-11-19,Very Positive,Seamless delivery experience and fantastic performance so far.
1756,2104,249,1,2024-11-02,Very Negative,Terrible logistics breakdown. Had to rent a car due to unannounced delivery delays.
1757,2105,1540,5,2024-12-19,Very Positive,Seamless delivery experience and fantastic performance so far.
1758,2107,301,4,2024-12-27,Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1759,2108,233,5,2024-11-01,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1760,2109,154,3,2024-11-16,Neutral,"Delivery arrived as scheduled, minor paperwork delay at hand-off."
1761,2110,1517,5,2024-12-02,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1762,2111,1464,4,2024-12-16,Positive,Seamless delivery experience and fantastic performance so far.
1763,2113,660,5,2024-10-08,Very Positive,Seamless delivery experience and fantastic performance so far.
1764,2114,476,3,2024-12-20,Neutral,Average delivery experience. Vehicle meets expectations.
1765,2116,125,4,2025-01-04,Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1766,2117,1523,1,2024-12-26,Very Negative,Unacceptable delay! Over two weeks late with zero customer support response.
1767,2118,1293,1,2024-11-11,Very Negative,Unacceptable delay! Over two weeks late with zero customer support response.
1768,2119,1419,4,2024-11-24,Positive,Arrived earlier than promised! Driver was courteous and professional.
1769,2120,1241,2,2024-10-29,Negative,Expected faster fulfillment given the premium price point.
1770,2121,1240,5,2024-12-18,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1771,2122,669,5,2024-11-11,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1772,2123,758,5,2024-10-18,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1773,2124,967,4,2025-01-01,Positive,Arrived earlier than promised! Driver was courteous and professional.
1774,2125,1064,1,2024-12-12,Very Negative,Horrible experience! Promised delivery date missed repeatedly. Will not purchase again.
1775,2126,433,1,2024-12-01,Very Negative,Horrible experience! Promised delivery date missed repeatedly. Will not purchase again.
1776,2128,787,5,2024-10-20,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1777,2129,145,4,2024-12-03,Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1778,2130,321,5,2024-12-25,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1779,2131,19,1,2024-11-28,Very Negative,Unacceptable delay! Over two weeks late with zero customer support response.
1780,2132,496,3,2024-10-18,Neutral,"Delivery arrived as scheduled, minor paperwork delay at hand-off."
1781,2133,614,1,2025-01-15,Very Negative,Delivery breached SLA by 10 days. Vehicle was sitting at Chicago hub for days with no movement.
1782,2134,1031,1,2024-12-29,Very Negative,Horrible experience! Promised delivery date missed repeatedly. Will not purchase again.
1783,2135,1413,1,2024-12-26,Very Negative,Horrible experience! Promised delivery date missed repeatedly. Will not purchase again.
1784,2136,820,5,2024-12-04,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1785,2137,432,5,2024-12-31,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1786,2138,1337,5,2024-12-27,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1787,2140,664,5,2024-11-12,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1788,2141,970,5,2025-01-04,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1789,2142,700,2,2024-10-15,Negative,Poor carrier communication regarding rescheduled drop-off.
1790,2143,1140,2,2025-01-03,Negative,Delivery took over a week past the promised date. Very stressful experience.
1791,2144,628,2,2024-12-10,Negative,Expected faster fulfillment given the premium price point.
1792,2145,957,,2024-11-20,Unrated,
1793,2146,878,5,2024-10-29,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1794,2148,1187,4,2024-10-30,Positive,Arrived earlier than promised! Driver was courteous and professional.
1795,2149,1131,1,2025-01-03,Very Negative,Terrible logistics breakdown. Had to rent a car due to unannounced delivery delays.
1796,2150,1134,2,2024-10-17,Negative,Delivery took over a week past the promised date. Very stressful experience.
1797,2151,1535,5,2024-12-17,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1798,2152,426,1,2024-11-10,Very Negative,Terrible logistics breakdown. Had to rent a car due to unannounced delivery delays.
1799,2153,20,5,2024-10-11,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1800,2154,676,4,2024-10-13,Positive,Seamless delivery experience and fantastic performance so far.
1801,2155,1472,,2024-11-28,Unrated,
1802,2156,907,2,2024-12-16,Negative,Expected faster fulfillment given the premium price point.
1803,2157,1499,4,2024-11-16,Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1804,2158,1410,1,2024-12-31,Very Negative,Unacceptable delay! Over two weeks late with zero customer support response.
1805,2159,1356,1,2024-12-27,Very Negative,Horrible experience! Promised delivery date missed repeatedly. Will not purchase again.
1806,2160,1483,1,2024-10-26,Very Negative,Delivery breached SLA by 10 days. Vehicle was sitting at Chicago hub for days with no movement.
1807,2161,1435,5,2024-10-05,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1808,2162,593,5,2024-10-19,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1809,2163,1216,1,2024-11-23,Very Negative,Unacceptable delay! Over two weeks late with zero customer support response.
1810,2164,1457,1,2024-10-24,Very Negative,Terrible logistics breakdown. Had to rent a car due to unannounced delivery delays.
1811,2166,1550,1,2024-11-20,Very Negative,Delivery breached SLA by 10 days. Vehicle was sitting at Chicago hub for days with no movement.
1812,2167,535,1,2024-11-06,Very Negative,Horrible experience! Promised delivery date missed repeatedly. Will not purchase again.
1813,2168,615,5,2024-10-23,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1814,2171,1049,5,2024-11-09,Very Positive,Seamless delivery experience and fantastic performance so far.
1815,2173,316,5,2024-11-09,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1816,2174,60,5,2024-10-17,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1817,2175,367,5,2024-12-07,Very Positive,Seamless delivery experience and fantastic performance so far.
1818,2176,363,1,2025-01-09,Very Negative,Horrible experience! Promised delivery date missed repeatedly. Will not purchase again.
1819,2177,950,4,2024-12-14,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1820,2178,801,1,2025-01-03,Very Negative,Horrible experience! Promised delivery date missed repeatedly. Will not purchase again.
1821,2179,1146,4,2024-10-20,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1822,2180,1268,4,2024-10-15,Positive,Seamless delivery experience and fantastic performance so far.
1823,2181,712,5,2024-12-21,Very Positive,Seamless delivery experience and fantastic performance so far.
1824,2182,1268,5,2024-10-29,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1825,2183,1331,5,2024-11-02,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1826,2184,589,2,2024-12-20,Negative,Expected faster fulfillment given the premium price point.
1827,2185,1248,5,2024-10-06,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1828,2187,328,4,2024-12-12,Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1829,2188,673,,2024-11-22,Unrated,
1830,2189,6,4,2024-10-30,Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1831,2191,247,,2024-12-26,Unrated,
1832,2192,7,5,2025-01-06,Very Positive,Seamless delivery experience and fantastic performance so far.
1833,2193,1280,5,2024-12-05,Very Positive,Seamless delivery experience and fantastic performance so far.
1834,2195,253,5,2024-10-20,Very Positive,Seamless delivery experience and fantastic performance so far.
1835,2196,876,1,2024-12-12,Very Negative,Terrible logistics breakdown. Had to rent a car due to unannounced delivery delays.
1836,2197,782,4,2024-10-24,Positive,Seamless delivery experience and fantastic performance so far.
1837,2198,264,5,2024-12-31,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1838,2199,769,3,2024-12-02,Neutral,"Decent service overall, communication could be slightly clearer."
1839,2201,1587,3,2024-12-13,Neutral,Average delivery experience. Vehicle meets expectations.
1840,2202,956,4,2024-10-15,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1841,2203,1405,1,2024-12-12,Very Negative,Unacceptable delay! Over two weeks late with zero customer support response.
1842,2204,97,2,2024-10-29,Negative,Delivery took over a week past the promised date. Very stressful experience.
1843,2206,1266,5,2024-12-18,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1844,2207,1418,5,2024-11-14,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1845,2208,656,4,2024-11-27,Positive,Seamless delivery experience and fantastic performance so far.
1846,2209,1316,5,2024-12-03,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1847,2210,901,5,2024-11-06,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1848,2212,903,3,2024-10-10,Neutral,Vehicle is solid. Transit took the full promised duration.
1849,2214,358,5,2024-11-30,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1850,2215,1585,5,2024-10-21,Very Positive,Seamless delivery experience and fantastic performance so far.
1851,2216,1241,4,2024-12-19,Positive,Arrived earlier than promised! Driver was courteous and professional.
1852,2217,551,5,2024-11-29,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1853,2218,131,4,2024-10-17,Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1854,2219,729,3,2024-10-23,Neutral,Vehicle is solid. Transit took the full promised duration.
1855,2221,938,5,2024-12-17,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1856,2222,122,2,2024-10-17,Negative,Poor carrier communication regarding rescheduled drop-off.
1857,2223,834,4,2024-10-13,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1858,2226,1155,1,2024-12-22,Very Negative,Unacceptable delay! Over two weeks late with zero customer support response.
1859,2227,561,5,2024-10-22,Very Positive,Seamless delivery experience and fantastic performance so far.
1860,2228,707,3,2024-12-24,Neutral,Vehicle is solid. Transit took the full promised duration.
1861,2230,1350,5,2024-11-29,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1862,2232,1174,5,2024-11-23,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1863,2233,103,4,2024-12-28,Positive,Seamless delivery experience and fantastic performance so far.
1864,2234,1329,5,2024-12-21,Very Positive,Seamless delivery experience and fantastic performance so far.
1865,2235,147,3,2024-10-20,Neutral,Vehicle is solid. Transit took the full promised duration.
1866,2236,934,4,2024-12-07,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1867,2238,108,5,2024-12-08,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1868,2239,400,1,2024-12-16,Very Negative,Terrible logistics breakdown. Had to rent a car due to unannounced delivery delays.
1869,2240,1165,5,2024-12-04,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1870,2241,1113,5,2024-11-17,Very Positive,Seamless delivery experience and fantastic performance so far.
1871,2242,437,2,2024-10-26,Negative,Delayed transit by several days with vague tracking updates.
1872,2243,352,3,2024-10-12,Neutral,Vehicle is solid. Transit took the full promised duration.
1873,2244,110,3,2024-12-14,Neutral,Vehicle is solid. Transit took the full promised duration.
1874,2245,958,1,2024-11-06,Very Negative,Unacceptable delay! Over two weeks late with zero customer support response.
1875,2247,1488,5,2024-12-27,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1876,2248,1342,1,2025-01-09,Very Negative,Unacceptable delay! Over two weeks late with zero customer support response.
1877,2249,657,5,2024-12-30,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1878,2250,216,1,2024-12-18,Very Negative,Unacceptable delay! Over two weeks late with zero customer support response.
1879,2251,1499,5,2024-11-18,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1880,2252,809,2,2025-01-02,Negative,Delayed transit by several days with vague tracking updates.
1881,2253,609,5,2024-10-26,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1882,2254,26,5,2024-11-03,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1883,2256,245,3,2024-12-12,Neutral,"Delivery arrived as scheduled, minor paperwork delay at hand-off."
1884,2257,794,2,2024-12-25,Negative,Poor carrier communication regarding rescheduled drop-off.
1885,2258,1154,3,2025-01-09,Neutral,Average delivery experience. Vehicle meets expectations.
1886,2259,384,2,2024-11-14,Negative,Poor carrier communication regarding rescheduled drop-off.
1887,2260,443,5,2024-10-08,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1888,2263,1050,5,2024-10-16,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1889,2264,123,5,2024-11-14,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1890,2265,149,4,2025-01-04,Positive,Arrived earlier than promised! Driver was courteous and professional.
1891,2266,879,5,2024-11-15,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1892,2269,1247,4,2024-11-29,Positive,Seamless delivery experience and fantastic performance so far.
1893,2270,155,1,2024-11-11,Very Negative,Horrible experience! Promised delivery date missed repeatedly. Will not purchase again.
1894,2271,113,5,2025-01-04,Very Positive,Seamless delivery experience and fantastic performance so far.
1895,2272,390,4,2024-10-21,Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1896,2273,1563,5,2024-11-03,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1897,2274,307,4,2024-10-30,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1898,2275,340,4,2024-11-18,Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1899,2276,625,1,2024-10-22,Very Negative,Delivery breached SLA by 10 days. Vehicle was sitting at Chicago hub for days with no movement.
1900,2277,323,2,2024-12-06,Negative,Delivery took over a week past the promised date. Very stressful experience.
1901,2278,1361,4,2024-12-01,Positive,Seamless delivery experience and fantastic performance so far.
1902,2280,968,4,2024-12-19,Positive,Seamless delivery experience and fantastic performance so far.
1903,2281,457,5,2024-12-30,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1904,2282,317,5,2024-11-19,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1905,2283,1145,5,2024-10-23,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1906,2284,409,5,2024-12-31,Very Positive,Seamless delivery experience and fantastic performance so far.
1907,2285,1436,5,2024-12-08,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1908,2286,1548,2,2025-01-01,Negative,Expected faster fulfillment given the premium price point.
1909,2287,188,1,2024-10-14,Very Negative,Terrible logistics breakdown. Had to rent a car due to unannounced delivery delays.
1910,2288,558,3,2024-11-10,Neutral,Average delivery experience. Vehicle meets expectations.
1911,2289,459,5,2024-11-04,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1912,2290,1000,5,2024-12-04,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1913,2291,1462,5,2024-12-07,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1914,2292,219,4,2024-10-26,Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1915,2295,37,4,2024-12-25,Positive,Arrived earlier than promised! Driver was courteous and professional.
1916,2296,1152,5,2024-10-07,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1917,2297,420,3,2024-11-27,Neutral,"Delivery arrived as scheduled, minor paperwork delay at hand-off."
1918,2300,1394,2,2024-11-24,Negative,Delivery took over a week past the promised date. Very stressful experience.
1919,2301,1205,4,2024-11-07,Positive,Arrived earlier than promised! Driver was courteous and professional.
1920,2302,1328,1,2024-12-10,Very Negative,Terrible logistics breakdown. Had to rent a car due to unannounced delivery delays.
1921,2303,589,3,2024-11-30,Neutral,"Delivery arrived as scheduled, minor paperwork delay at hand-off."
1922,2304,1217,3,2024-12-02,Neutral,Average delivery experience. Vehicle meets expectations.
1923,2305,43,5,2024-12-07,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1924,2306,1554,3,2024-12-31,Neutral,"Decent service overall, communication could be slightly clearer."
1925,2307,772,4,2024-11-06,Positive,Arrived earlier than promised! Driver was courteous and professional.
1926,2308,81,4,2024-11-05,Positive,Arrived earlier than promised! Driver was courteous and professional.
1927,2309,646,2,2024-11-17,Negative,Delivery took over a week past the promised date. Very stressful experience.
1928,2310,1321,5,2024-11-07,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1929,2311,662,3,2024-10-14,Neutral,"Delivery arrived as scheduled, minor paperwork delay at hand-off."
1930,2312,1391,5,2024-12-10,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1931,2313,433,5,2024-11-01,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1932,2314,784,5,2024-10-25,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1933,2315,324,5,2024-12-16,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1934,2316,1567,4,2024-10-13,Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1935,2317,251,4,2024-10-20,Positive,Arrived earlier than promised! Driver was courteous and professional.
1936,2318,31,1,2024-11-16,Very Negative,Unacceptable delay! Over two weeks late with zero customer support response.
1937,2319,252,1,2024-12-26,Very Negative,Terrible logistics breakdown. Had to rent a car due to unannounced delivery delays.
1938,2320,569,5,2024-11-20,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1939,2321,870,1,2024-12-07,Very Negative,Terrible logistics breakdown. Had to rent a car due to unannounced delivery delays.
1940,2322,88,1,2024-11-14,Very Negative,Terrible logistics breakdown. Had to rent a car due to unannounced delivery delays.
1941,2324,16,2,2024-12-31,Negative,Delayed transit by several days with vague tracking updates.
1942,2325,1077,5,2024-11-01,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1943,2326,350,1,2024-12-13,Very Negative,Horrible experience! Promised delivery date missed repeatedly. Will not purchase again.
1944,2327,398,5,2024-11-16,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1945,2328,256,1,2025-01-06,Very Negative,Unacceptable delay! Over two weeks late with zero customer support response.
1946,2330,1565,4,2024-12-17,Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1947,2331,1332,5,2024-11-18,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1948,2332,405,5,2024-10-28,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1949,2333,1350,,2024-11-20,Unrated,
1950,2334,267,1,2024-11-11,Very Negative,Terrible logistics breakdown. Had to rent a car due to unannounced delivery delays.
1951,2335,8,1,2024-12-29,Very Negative,Delivery breached SLA by 10 days. Vehicle was sitting at Chicago hub for days with no movement.
1952,2336,674,5,2024-12-23,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1953,2337,502,5,2024-11-08,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1954,2338,1377,4,2024-11-25,Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1955,2339,159,5,2024-11-12,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1956,2340,676,3,2024-12-05,Neutral,"Delivery arrived as scheduled, minor paperwork delay at hand-off."
1957,2341,1553,5,2025-01-04,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1958,2342,515,4,2024-11-14,Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1959,2343,702,1,2024-11-20,Very Negative,Delivery breached SLA by 10 days. Vehicle was sitting at Chicago hub for days with no movement.
1960,2344,1109,3,2024-12-05,Neutral,Average delivery experience. Vehicle meets expectations.
1961,2345,319,3,2024-12-10,Neutral,Average delivery experience. Vehicle meets expectations.
1962,2346,6,,2024-11-29,Unrated,
1963,2349,372,1,2024-12-01,Very Negative,Unacceptable delay! Over two weeks late with zero customer support response.
1964,2350,1365,5,2024-10-08,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1965,2351,1028,5,2024-10-24,Very Positive,Seamless delivery experience and fantastic performance so far.
1966,2352,768,1,2024-11-22,Very Negative,Horrible experience! Promised delivery date missed repeatedly. Will not purchase again.
1967,2353,742,4,2024-11-19,Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1968,2354,636,1,2024-11-04,Very Negative,Terrible logistics breakdown. Had to rent a car due to unannounced delivery delays.
1969,2355,627,5,2024-12-27,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1970,2356,1231,5,2024-11-02,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1971,2358,1080,1,2024-12-08,Very Negative,Horrible experience! Promised delivery date missed repeatedly. Will not purchase again.
1972,2359,1188,5,2024-12-11,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1973,2360,243,5,2024-12-03,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1974,2361,1205,4,2024-10-25,Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1975,2362,17,5,2024-12-22,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1976,2363,109,1,2025-01-02,Very Negative,Horrible experience! Promised delivery date missed repeatedly. Will not purchase again.
1977,2364,910,5,2024-10-14,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1978,2366,1385,2,2025-01-01,Negative,Delivery took over a week past the promised date. Very stressful experience.
1979,2367,661,4,2024-12-25,Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
